word1,word2,similarity,dataset
get,achieve,0.6335341365461846,SimVerb-3500
drink,intoxicate,0.4246987951807229,SimVerb-3500
die,deteriorate,0.24999999999999997,SimVerb-3500
treat,buy,0.49999999999999994,SimVerb-3500
dump,waste,0.6004016064257027,SimVerb-3500
learn,evaluate,0.3664658634538152,SimVerb-3500
know,meet,0.2831325301204819,SimVerb-3500
compete,finish,0.49999999999999994,SimVerb-3500
sing,rap,0.5602409638554217,SimVerb-3500
beat,kill,0.3664658634538152,SimVerb-3500
thaw,melt,0.8504016064257027,SimVerb-3500
kidnap,capture,0.7831325301204818,SimVerb-3500
gulp,slurp,0.49999999999999994,SimVerb-3500
walk,jog,0.4337349397590361,SimVerb-3500
think,presume,0.3504016064257028,SimVerb-3500
say,speak,0.9337349397590361,SimVerb-3500
tend,help,0.7499999999999999,SimVerb-3500
see,meet,0.5331325301204818,SimVerb-3500
preview,look,0.7329317269076304,SimVerb-3500
forget,decay,0.08333333333333331,SimVerb-3500
kick,punch,0.16666666666666663,SimVerb-3500
claim,take,0.5170682730923695,SimVerb-3500
sell,borrow,0.06626506024096385,SimVerb-3500
confuse,understand,0.0502008032128514,SimVerb-3500
want,crave,0.7670682730923694,SimVerb-3500
veer,look,0.11646586345381524,SimVerb-3500
persuade,discourage,0.16666666666666663,SimVerb-3500
arrive,depart,0.1004016064257028,SimVerb-3500
skip,miss,0.7168674698795179,SimVerb-3500
talk,describe,0.5170682730923695,SimVerb-3500
take,acquire,0.6335341365461846,SimVerb-3500
perform,entertain,0.7168674698795179,SimVerb-3500
wipe,wash,0.4829317269076304,SimVerb-3500
pray,hope,0.6997991967871484,SimVerb-3500
decline,lower,0.33333333333333326,SimVerb-3500
determine,understand,0.6335341365461846,SimVerb-3500
sting,prick,0.6335341365461846,SimVerb-3500
search,seek,0.966867469879518,SimVerb-3500
disprove,dislike,0.8333333333333333,SimVerb-3500
pull,detach,0.4337349397590361,SimVerb-3500
disbelieve,believe,0.03313253012048192,SimVerb-3500
lean,fall,0.21686746987951805,SimVerb-3500
get,grab,0.6335341365461846,SimVerb-3500
control,hold,0.5170682730923695,SimVerb-3500
alter,change,0.966867469879518,SimVerb-3500
kidnap,take,0.6004016064257027,SimVerb-3500
disturb,interrupt,0.8664658634538153,SimVerb-3500
seem,appear,0.7670682730923694,SimVerb-3500
repeat,do,0.30020080321285136,SimVerb-3500
compose,create,0.8162650602409638,SimVerb-3500
justify,prove,0.6335341365461846,SimVerb-3500
separate,combine,0.0502008032128514,SimVerb-3500
disintegrate,melt,0.5170682730923695,SimVerb-3500
have,hold,0.4829317269076304,SimVerb-3500
kill,live,0.03313253012048192,SimVerb-3500
descend,lower,0.7670682730923694,SimVerb-3500
disprove,agree,0.03313253012048192,SimVerb-3500
run,hurry,0.6004016064257027,SimVerb-3500
reap,gain,0.6997991967871484,SimVerb-3500
rub,hold,0.14959839357429716,SimVerb-3500
finish,start,0.0502008032128514,SimVerb-3500
pull,tow,0.7329317269076304,SimVerb-3500
swap,give,0.3182730923694779,SimVerb-3500
annoy,aggravate,0.8162650602409638,SimVerb-3500
deteriorate,disappear,0.393574297188755,SimVerb-3500
hike,trail,0.5502008032128514,SimVerb-3500
compute,add,0.6164658634538152,SimVerb-3500
pull,strain,0.3664658634538152,SimVerb-3500
assault,hit,0.8162650602409638,SimVerb-3500
inhale,breathe,0.8002008032128513,SimVerb-3500
sneak,lie,0.5502008032128514,SimVerb-3500
brush,paint,0.6997991967871484,SimVerb-3500
want,get,0.21686746987951805,SimVerb-3500
create,imagine,0.4829317269076304,SimVerb-3500
travel,move,0.649598393574297,SimVerb-3500
desire,need,0.5150602409638554,SimVerb-3500
rationalize,think,0.7499999999999999,SimVerb-3500
hide,deny,0.4497991967871486,SimVerb-3500
increase,raise,0.8162650602409638,SimVerb-3500
talk,criticize,0.26706827309236947,SimVerb-3500
determine,discover,0.5662650602409638,SimVerb-3500
think,realize,0.5170682730923695,SimVerb-3500
boom,crash,0.6335341365461846,SimVerb-3500
replace,fix,0.2118473895582329,SimVerb-3500
fall,dive,0.41666666666666663,SimVerb-3500
hold,reserve,0.6335341365461846,SimVerb-3500
implode,explode,0.3162650602409638,SimVerb-3500
sprain,strain,0.6004016064257027,SimVerb-3500
respond,speak,0.7329317269076304,SimVerb-3500
regret,forget,0.08333333333333331,SimVerb-3500
travel,go,0.8002008032128513,SimVerb-3500
flee,fight,0.09136546184738954,SimVerb-3500
soak,bleach,0.30020080321285136,SimVerb-3500
accept,allow,0.6967871485943774,SimVerb-3500
add,reduce,0.03313253012048192,SimVerb-3500
save,deposit,0.5502008032128514,SimVerb-3500
jump,dive,0.5170682730923695,SimVerb-3500
hurt,prick,0.4337349397590361,SimVerb-3500
hide,repress,0.6666666666666665,SimVerb-3500
bring,carry,0.49999999999999994,SimVerb-3500
get,ask,0.24999999999999997,SimVerb-3500
spin,turn,0.6997991967871484,SimVerb-3500
overflow,fill,0.3995983935742971,SimVerb-3500
offend,bother,0.6164658634538152,SimVerb-3500
break,replace,0.0502008032128514,SimVerb-3500
run,hide,0.1004016064257028,SimVerb-3500
start,begin,0.8835341365461847,SimVerb-3500
spoil,perish,0.4829317269076304,SimVerb-3500
weave,drive,0.09136546184738954,SimVerb-3500
prepare,cook,0.6164658634538152,SimVerb-3500
pretend,imitate,0.46686746987951805,SimVerb-3500
lose,forget,0.4086345381526104,SimVerb-3500
hunt,kill,0.683734939759036,SimVerb-3500
let,allow,0.8835341365461847,SimVerb-3500
look,appear,0.49999999999999994,SimVerb-3500
tug,jerk,0.7168674698795179,SimVerb-3500
dive,swim,0.4337349397590361,SimVerb-3500
dance,sway,0.3835341365461847,SimVerb-3500
whisper,yell,0.08333333333333331,SimVerb-3500
salute,acknowledge,0.46686746987951805,SimVerb-3500
become,make,0.41666666666666663,SimVerb-3500
scare,surprise,0.5331325301204818,SimVerb-3500
sway,move,0.683734939759036,SimVerb-3500
go,send,0.14959839357429716,SimVerb-3500
float,drift,0.7329317269076304,SimVerb-3500
move,shift,0.7580321285140561,SimVerb-3500
reprimand,correct,0.6335341365461846,SimVerb-3500
leave,evacuate,0.7499999999999999,SimVerb-3500
clench,hold,0.6666666666666665,SimVerb-3500
concentrate,wander,0.0502008032128514,SimVerb-3500
suppose,guess,0.7168674698795179,SimVerb-3500
split,leave,0.30020080321285136,SimVerb-3500
get,put,0.13353413654618473,SimVerb-3500
receive,send,0.23293172690763048,SimVerb-3500
begin,introduce,0.4337349397590361,SimVerb-3500
call,yell,0.7670682730923694,SimVerb-3500
cook,mix,0.3504016064257028,SimVerb-3500
ridicule,tease,0.8504016064257027,SimVerb-3500
associate,connect,0.6997991967871484,SimVerb-3500
entertain,enjoy,0.23293172690763048,SimVerb-3500
reply,respond,0.9829317269076303,SimVerb-3500
attack,beat,0.7831325301204818,SimVerb-3500
evict,throw,0.3162650602409638,SimVerb-3500
crackle,pop,0.3162650602409638,SimVerb-3500
sew,rip,0.08333333333333331,SimVerb-3500
call,respond,0.5170682730923695,SimVerb-3500
lose,find,0.0,SimVerb-3500
reject,accept,0.08333333333333331,SimVerb-3500
run,evacuate,0.41666666666666663,SimVerb-3500
hurry,rush,0.9829317269076303,SimVerb-3500
defend,prosecute,0.03313253012048192,SimVerb-3500
convince,lie,0.14959839357429716,SimVerb-3500
lower,degrade,0.7831325301204818,SimVerb-3500
enjoy,relax,0.5833333333333333,SimVerb-3500
disintegrate,dissolve,0.8162650602409638,SimVerb-3500
introduce,show,0.6164658634538152,SimVerb-3500
want,yearn,0.7670682730923694,SimVerb-3500
remark,talk,0.5833333333333333,SimVerb-3500
float,drown,0.06626506024096385,SimVerb-3500
sit,lie,0.33333333333333326,SimVerb-3500
die,drown,0.4829317269076304,SimVerb-3500
combine,integrate,0.8504016064257027,SimVerb-3500
appear,see,0.3664658634538152,SimVerb-3500
smear,wipe,0.6335341365461846,SimVerb-3500
insult,offend,0.8162650602409638,SimVerb-3500
aggravate,irritate,0.8333333333333333,SimVerb-3500
flow,pour,0.5331325301204818,SimVerb-3500
play,swing,0.3162650602409638,SimVerb-3500
demand,need,0.2831325301204819,SimVerb-3500
drip,sink,0.19979919678714855,SimVerb-3500
confess,lie,0.18373493975903613,SimVerb-3500
remember,retain,0.8664658634538153,SimVerb-3500
sink,float,0.03313253012048192,SimVerb-3500
remind,think,0.33333333333333326,SimVerb-3500
tell,instruct,0.6997991967871484,SimVerb-3500
take,replace,0.11646586345381524,SimVerb-3500
destroy,demolish,0.9166666666666666,SimVerb-3500
fade,bleach,0.4497991967871486,SimVerb-3500
run,escape,0.46686746987951805,SimVerb-3500
abuse,neglect,0.6666666666666665,SimVerb-3500
take,choose,0.3835341365461847,SimVerb-3500
fly,launch,0.4337349397590361,SimVerb-3500
remember,recall,0.9166666666666666,SimVerb-3500
tell,talk,0.8333333333333333,SimVerb-3500
boil,fry,0.33333333333333326,SimVerb-3500
vacate,leave,0.8664658634538153,SimVerb-3500
keep,hold,0.6164658634538152,SimVerb-3500
testify,confess,0.4829317269076304,SimVerb-3500
delay,wait,0.5502008032128514,SimVerb-3500
yawn,stretch,0.23293172690763048,SimVerb-3500
make,compose,0.7329317269076304,SimVerb-3500
make,do,0.41666666666666663,SimVerb-3500
drink,vomit,0.015060240963855418,SimVerb-3500
grill,burn,0.30020080321285136,SimVerb-3500
grab,hold,0.8002008032128513,SimVerb-3500
smoke,cough,0.26706827309236947,SimVerb-3500
reappear,vanish,0.14959839357429716,SimVerb-3500
think,pause,0.4497991967871486,SimVerb-3500
help,participate,0.6164658634538152,SimVerb-3500
fight,kill,0.41666666666666663,SimVerb-3500
rise,lift,0.7499999999999999,SimVerb-3500
swap,change,0.8002008032128513,SimVerb-3500
crawl,climb,0.23293172690763048,SimVerb-3500
see,hear,0.19979919678714855,SimVerb-3500
win,fight,0.24999999999999997,SimVerb-3500
leap,fall,0.16666666666666663,SimVerb-3500
strike,blow,0.7329317269076304,SimVerb-3500
beat,hurt,0.5662650602409638,SimVerb-3500
go,flee,0.6164658634538152,SimVerb-3500
blend,mix,0.8333333333333333,SimVerb-3500
meet,attend,0.3835341365461847,SimVerb-3500
fall,rise,0.03313253012048192,SimVerb-3500
help,assist,0.8032128514056224,SimVerb-3500
climb,fall,0.14959839357429716,SimVerb-3500
burn,melt,0.5833333333333333,SimVerb-3500
borrow,beg,0.26706827309236947,SimVerb-3500
give,beg,0.06626506024096385,SimVerb-3500
let,release,0.46686746987951805,SimVerb-3500
increase,add,0.8002008032128513,SimVerb-3500
unload,carry,0.14959839357429716,SimVerb-3500
talk,debate,0.5833333333333333,SimVerb-3500
describe,write,0.3664658634538152,SimVerb-3500
hear,tell,0.08333333333333331,SimVerb-3500
doze,nap,0.8835341365461847,SimVerb-3500
stab,shoot,0.18373493975903613,SimVerb-3500
grasp,understand,0.8504016064257027,SimVerb-3500
destroy,repair,0.08333333333333331,SimVerb-3500
accept,deny,0.1004016064257028,SimVerb-3500
combine,join,0.7499999999999999,SimVerb-3500
join,gather,0.5170682730923695,SimVerb-3500
deny,reject,0.8333333333333333,SimVerb-3500
bend,turn,0.33333333333333326,SimVerb-3500
evict,move,0.26706827309236947,SimVerb-3500
tell,testify,0.49999999999999994,SimVerb-3500
define,mean,0.5170682730923695,SimVerb-3500
triumph,defeat,0.46686746987951805,SimVerb-3500
stop,whistle,0.03313253012048192,SimVerb-3500
die,crash,0.2831325301204819,SimVerb-3500
realize,discover,0.7168674698795179,SimVerb-3500
guess,try,0.23293172690763048,SimVerb-3500
rub,grate,0.5170682730923695,SimVerb-3500
drag,pull,0.7329317269076304,SimVerb-3500
spell,speak,0.21686746987951805,SimVerb-3500
remove,evict,0.6164658634538152,SimVerb-3500
win,award,0.3995983935742971,SimVerb-3500
hide,bury,0.5331325301204818,SimVerb-3500
gain,get,0.8664658634538153,SimVerb-3500
forgive,regret,0.11646586345381524,SimVerb-3500
hide,find,0.16666666666666663,SimVerb-3500
relax,stretch,0.3664658634538152,SimVerb-3500
see,squint,0.3162650602409638,SimVerb-3500
flee,escape,0.9829317269076303,SimVerb-3500
jerk,prick,0.0502008032128514,SimVerb-3500
wear,erode,0.33333333333333326,SimVerb-3500
waste,throw,0.26706827309236947,SimVerb-3500
bury,forget,0.3995983935742971,SimVerb-3500
frustrate,annoy,0.8333333333333333,SimVerb-3500
learn,teach,0.2831325301204819,SimVerb-3500
come,bring,0.18373493975903613,SimVerb-3500
wait,stay,0.649598393574297,SimVerb-3500
burst,laugh,0.21686746987951805,SimVerb-3500
look,inspect,0.8995983935742972,SimVerb-3500
portray,play,0.5833333333333333,SimVerb-3500
lose,defeat,0.23293172690763048,SimVerb-3500
steal,rob,0.9497991967871485,SimVerb-3500
transplant,remove,0.3504016064257028,SimVerb-3500
speak,listen,0.06626506024096385,SimVerb-3500
think,compute,0.5833333333333333,SimVerb-3500
punish,deny,0.30020080321285136,SimVerb-3500
solve,compute,0.5170682730923695,SimVerb-3500
organize,prepare,0.7329317269076304,SimVerb-3500
overflow,spill,0.7168674698795179,SimVerb-3500
disperse,spread,0.9337349397590361,SimVerb-3500
ask,suggest,0.4337349397590361,SimVerb-3500
walk,talk,0.13353413654618473,SimVerb-3500
toast,burn,0.5662650602409638,SimVerb-3500
haunt,scare,0.6214859437751004,SimVerb-3500
drink,gulp,0.649598393574297,SimVerb-3500
protect,help,0.5170682730923695,SimVerb-3500
admit,give,0.23293172690763048,SimVerb-3500
stay,come,0.1004016064257028,SimVerb-3500
win,finish,0.4497991967871486,SimVerb-3500
condemn,hate,0.5662650602409638,SimVerb-3500
lean,sway,0.6164658634538152,SimVerb-3500
kill,annihilate,0.8162650602409638,SimVerb-3500
want,hope,0.5170682730923695,SimVerb-3500
slide,show,0.06626506024096385,SimVerb-3500
scream,squeal,0.8002008032128513,SimVerb-3500
join,integrate,0.7831325301204818,SimVerb-3500
permit,deny,0.0502008032128514,SimVerb-3500
choke,swallow,0.0502008032128514,SimVerb-3500
smell,perspire,0.14959839357429716,SimVerb-3500
keep,snatch,0.18373493975903613,SimVerb-3500
engage,go,0.6164658634538152,SimVerb-3500
sprinkle,pour,0.26706827309236947,SimVerb-3500
save,restore,0.2831325301204819,SimVerb-3500
do,perform,0.7499999999999999,SimVerb-3500
develop,create,0.8333333333333333,SimVerb-3500
supply,give,0.6997991967871484,SimVerb-3500
get,have,0.7670682730923694,SimVerb-3500
look,observe,0.9337349397590361,SimVerb-3500
earn,gain,0.6335341365461846,SimVerb-3500
dunk,drown,0.5662650602409638,SimVerb-3500
seize,control,0.4497991967871486,SimVerb-3500
ponder,reflect,0.7580321285140561,SimVerb-3500
rap,speak,0.3504016064257028,SimVerb-3500
change,replace,0.683734939759036,SimVerb-3500
prohibit,stop,0.7168674698795179,SimVerb-3500
build,destroy,0.0502008032128514,SimVerb-3500
choose,elect,0.8504016064257027,SimVerb-3500
survive,struggle,0.33333333333333326,SimVerb-3500
crash,wreck,0.6666666666666665,SimVerb-3500
release,go,0.3835341365461847,SimVerb-3500
decrease,lower,0.9166666666666666,SimVerb-3500
leave,escape,0.5662650602409638,SimVerb-3500
regret,worry,0.5331325301204818,SimVerb-3500
hold,hug,0.7670682730923694,SimVerb-3500
push,urge,0.6666666666666665,SimVerb-3500
run,charge,0.5170682730923695,SimVerb-3500
drift,move,0.5331325301204818,SimVerb-3500
mow,plow,0.4337349397590361,SimVerb-3500
rinse,wash,0.7670682730923694,SimVerb-3500
make,develop,0.6164658634538152,SimVerb-3500
visit,travel,0.6335341365461846,SimVerb-3500
receive,give,0.06626506024096385,SimVerb-3500
print,press,0.5331325301204818,SimVerb-3500
dismiss,go,0.30020080321285136,SimVerb-3500
express,tell,0.6004016064257027,SimVerb-3500
break,connect,0.03313253012048192,SimVerb-3500
veer,move,0.3995983935742971,SimVerb-3500
fade,perish,0.649598393574297,SimVerb-3500
glance,stare,0.24999999999999997,SimVerb-3500
hate,respect,0.017068273092369475,SimVerb-3500
doubt,disbelieve,0.8835341365461847,SimVerb-3500
persuade,ask,0.41666666666666663,SimVerb-3500
beat,mistreat,0.5662650602409638,SimVerb-3500
lie,deceive,0.9337349397590361,SimVerb-3500
scribble,draw,0.8162650602409638,SimVerb-3500
grab,release,0.03313253012048192,SimVerb-3500
comfort,relax,0.5170682730923695,SimVerb-3500
sweat,shiver,0.11646586345381524,SimVerb-3500
exist,die,0.11646586345381524,SimVerb-3500
strive,try,0.7499999999999999,SimVerb-3500
perceive,understand,0.8333333333333333,SimVerb-3500
squeeze,crush,0.7329317269076304,SimVerb-3500
solve,find,0.6164658634538152,SimVerb-3500
show,dance,0.2831325301204819,SimVerb-3500
entertain,sing,0.6004016064257027,SimVerb-3500
stretch,pull,0.649598393574297,SimVerb-3500
adjourn,finish,0.8002008032128513,SimVerb-3500
think,determine,0.3835341365461847,SimVerb-3500
soothe,console,0.8333333333333333,SimVerb-3500
disturb,awake,0.5451807228915662,SimVerb-3500
finish,diminish,0.3162650602409638,SimVerb-3500
talk,pray,0.24999999999999997,SimVerb-3500
stop,hamper,0.49999999999999994,SimVerb-3500
leap,hop,0.6335341365461846,SimVerb-3500
tear,demolish,0.49999999999999994,SimVerb-3500
blow,pop,0.24999999999999997,SimVerb-3500
accept,refuse,0.18373493975903613,SimVerb-3500
return,recall,0.4829317269076304,SimVerb-3500
teach,educate,0.966867469879518,SimVerb-3500
believe,accept,0.5662650602409638,SimVerb-3500
attack,kill,0.4246987951807229,SimVerb-3500
save,reserve,0.6997991967871484,SimVerb-3500
inspect,find,0.5331325301204818,SimVerb-3500
demolish,wreck,0.9337349397590361,SimVerb-3500
tell,suggest,0.3664658634538152,SimVerb-3500
gamble,win,0.26706827309236947,SimVerb-3500
reflect,see,0.41666666666666663,SimVerb-3500
split,crack,0.8002008032128513,SimVerb-3500
gain,learn,0.3995983935742971,SimVerb-3500
understand,comprehend,0.9829317269076303,SimVerb-3500
console,help,0.4829317269076304,SimVerb-3500
pay,buy,0.5502008032128514,SimVerb-3500
deliver,take,0.24999999999999997,SimVerb-3500
comprehend,perceive,0.5451807228915662,SimVerb-3500
sneak,slither,0.4829317269076304,SimVerb-3500
restore,repair,0.8504016064257027,SimVerb-3500
buy,purchase,0.9497991967871485,SimVerb-3500
make,reproduce,0.5833333333333333,SimVerb-3500
punish,forbid,0.23293172690763048,SimVerb-3500
watch,examine,0.7269076305220883,SimVerb-3500
perspire,sweat,0.966867469879518,SimVerb-3500
judge,condemn,0.649598393574297,SimVerb-3500
move,stay,0.0502008032128514,SimVerb-3500
nag,complain,0.8162650602409638,SimVerb-3500
listen,learn,0.13353413654618473,SimVerb-3500
retreat,hide,0.5833333333333333,SimVerb-3500
remove,add,0.017068273092369475,SimVerb-3500
assume,presume,0.5833333333333333,SimVerb-3500
acknowledge,admit,0.683734939759036,SimVerb-3500
reject,dislike,0.6997991967871484,SimVerb-3500
obey,command,0.21686746987951805,SimVerb-3500
win,play,0.11646586345381524,SimVerb-3500
stain,smudge,0.4829317269076304,SimVerb-3500
remember,realize,0.5662650602409638,SimVerb-3500
assault,attack,0.8664658634538153,SimVerb-3500
tumble,fall,0.8333333333333333,SimVerb-3500
drink,lounge,0.13353413654618473,SimVerb-3500
abuse,hurt,0.6997991967871484,SimVerb-3500
fight,tackle,0.3835341365461847,SimVerb-3500
disturb,upset,0.6004016064257027,SimVerb-3500
push,shun,0.24999999999999997,SimVerb-3500
help,criticize,0.06626506024096385,SimVerb-3500
permit,disallow,0.16666666666666663,SimVerb-3500
meet,swap,0.18373493975903613,SimVerb-3500
please,beg,0.11646586345381524,SimVerb-3500
renounce,defeat,0.33333333333333326,SimVerb-3500
participate,engage,0.649598393574297,SimVerb-3500
snap,break,0.7730923694779116,SimVerb-3500
boom,explode,0.8664658634538153,SimVerb-3500
get,replace,0.41666666666666663,SimVerb-3500
toss,turn,0.4246987951807229,SimVerb-3500
laugh,embarrass,0.23293172690763048,SimVerb-3500
save,rescue,0.9829317269076303,SimVerb-3500
upset,hurt,0.6335341365461846,SimVerb-3500
appear,vanish,0.18373493975903613,SimVerb-3500
smell,offend,0.06626506024096385,SimVerb-3500
help,lend,0.6004016064257027,SimVerb-3500
move,avoid,0.3664658634538152,SimVerb-3500
talk,communicate,0.7499999999999999,SimVerb-3500
disturb,irritate,0.7168674698795179,SimVerb-3500
diminish,disappear,0.6335341365461846,SimVerb-3500
betray,lie,0.8002008032128513,SimVerb-3500
slurp,suck,0.5833333333333333,SimVerb-3500
stop,go,0.11646586345381524,SimVerb-3500
look,glance,0.8835341365461847,SimVerb-3500
hit,abuse,0.7168674698795179,SimVerb-3500
destroy,construct,0.0502008032128514,SimVerb-3500
reject,hurt,0.4337349397590361,SimVerb-3500
hike,walk,0.7329317269076304,SimVerb-3500
show,express,0.6666666666666665,SimVerb-3500
humiliate,embarrass,0.8835341365461847,SimVerb-3500
choke,cough,0.33333333333333326,SimVerb-3500
tickle,tease,0.3162650602409638,SimVerb-3500
compute,analyze,0.7168674698795179,SimVerb-3500
ride,drive,0.49999999999999994,SimVerb-3500
greet,salute,0.6666666666666665,SimVerb-3500
prosecute,judge,0.5662650602409638,SimVerb-3500
perform,dance,0.6335341365461846,SimVerb-3500
invent,create,0.7831325301204818,SimVerb-3500
squeak,crack,0.21686746987951805,SimVerb-3500
avoid,deny,0.2831325301204819,SimVerb-3500
divide,unite,0.017068273092369475,SimVerb-3500
spank,scold,0.3162650602409638,SimVerb-3500
call,collect,0.18172690763052207,SimVerb-3500
sip,gulp,0.30020080321285136,SimVerb-3500
crave,need,0.7329317269076304,SimVerb-3500
cover,bury,0.6997991967871484,SimVerb-3500
hurt,offend,0.683734939759036,SimVerb-3500
win,compete,0.3995983935742971,SimVerb-3500
hit,beat,0.8002008032128513,SimVerb-3500
change,spare,0.18373493975903613,SimVerb-3500
tickle,giggle,0.33333333333333326,SimVerb-3500
bother,affect,0.6004016064257027,SimVerb-3500
haul,pull,0.8162650602409638,SimVerb-3500
go,start,0.8333333333333333,SimVerb-3500
disprove,prove,0.18373493975903613,SimVerb-3500
draw,attract,0.33333333333333326,SimVerb-3500
sit,rise,0.030120481927710836,SimVerb-3500
protect,watch,0.49999999999999994,SimVerb-3500
achieve,accomplish,0.8504016064257027,SimVerb-3500
taste,acquire,0.2831325301204819,SimVerb-3500
read,write,0.18172690763052207,SimVerb-3500
shake,dance,0.5170682730923695,SimVerb-3500
degrade,embarrass,0.5833333333333333,SimVerb-3500
attempt,try,0.8664658634538153,SimVerb-3500
pray,bless,0.41666666666666663,SimVerb-3500
polish,tarnish,0.23293172690763048,SimVerb-3500
mimic,tease,0.5833333333333333,SimVerb-3500
save,drown,0.13353413654618473,SimVerb-3500
grind,smash,0.46686746987951805,SimVerb-3500
need,depend,0.5833333333333333,SimVerb-3500
yearn,learn,0.08333333333333331,SimVerb-3500
defend,help,0.5662650602409638,SimVerb-3500
bake,fry,0.4829317269076304,SimVerb-3500
snuggle,hug,0.6997991967871484,SimVerb-3500
compute,understand,0.7168674698795179,SimVerb-3500
tear,wear,0.14959839357429716,SimVerb-3500
plead,please,0.16666666666666663,SimVerb-3500
neglect,leave,0.6004016064257027,SimVerb-3500
unload,dump,0.7670682730923694,SimVerb-3500
watch,see,0.8162650602409638,SimVerb-3500
slay,kill,0.9497991967871485,SimVerb-3500
originate,begin,0.7670682730923694,SimVerb-3500
avoid,hide,0.5833333333333333,SimVerb-3500
show,perform,0.6164658634538152,SimVerb-3500
prosper,grow,0.7168674698795179,SimVerb-3500
become,arrive,0.13353413654618473,SimVerb-3500
transplant,exchange,0.6004016064257027,SimVerb-3500
strike,hit,0.8995983935742972,SimVerb-3500
talk,argue,0.3835341365461847,SimVerb-3500
kill,poach,0.33333333333333326,SimVerb-3500
tell,squeal,0.4829317269076304,SimVerb-3500
please,request,0.18373493975903613,SimVerb-3500
lose,subtract,0.26706827309236947,SimVerb-3500
admit,tell,0.49999999999999994,SimVerb-3500
go,stay,0.0,SimVerb-3500
concentrate,think,0.8002008032128513,SimVerb-3500
save,help,0.8333333333333333,SimVerb-3500
disintegrate,decay,0.7329317269076304,SimVerb-3500
delay,stop,0.41666666666666663,SimVerb-3500
add,multiply,0.3162650602409638,SimVerb-3500
give,return,0.33333333333333326,SimVerb-3500
slide,fall,0.3835341365461847,SimVerb-3500
blow,whistle,0.2831325301204819,SimVerb-3500
portray,show,0.8664658634538153,SimVerb-3500
attend,appear,0.41666666666666663,SimVerb-3500
insult,criticize,0.7168674698795179,SimVerb-3500
allow,deny,0.017068273092369475,SimVerb-3500
practice,repeat,0.7499999999999999,SimVerb-3500
find,determine,0.5502008032128514,SimVerb-3500
rip,tear,0.9999999999999999,SimVerb-3500
nag,annoy,0.6335341365461846,SimVerb-3500
hit,connect,0.3835341365461847,SimVerb-3500
yell,scream,0.8032128514056224,SimVerb-3500
hoot,holler,0.683734939759036,SimVerb-3500
mend,break,0.1004016064257028,SimVerb-3500
organize,gather,0.4829317269076304,SimVerb-3500
suggest,advise,0.8664658634538153,SimVerb-3500
overwhelm,confuse,0.5331325301204818,SimVerb-3500
ask,please,0.16666666666666663,SimVerb-3500
change,affect,0.6997991967871484,SimVerb-3500
amuse,entertain,0.8162650602409638,SimVerb-3500
haul,take,0.4337349397590361,SimVerb-3500
suppose,imagine,0.6335341365461846,SimVerb-3500
follow,come,0.41666666666666663,SimVerb-3500
spend,save,0.1004016064257028,SimVerb-3500
tap,touch,0.7670682730923694,SimVerb-3500
fling,shoot,0.4829317269076304,SimVerb-3500
meet,introduce,0.2831325301204819,SimVerb-3500
rationalize,justify,0.8835341365461847,SimVerb-3500
update,review,0.4337349397590361,SimVerb-3500
sew,weave,0.5170682730923695,SimVerb-3500
shrink,grow,0.1004016064257028,SimVerb-3500
fail,try,0.14959839357429716,SimVerb-3500
destroy,smash,0.681726907630522,SimVerb-3500
steal,sneak,0.6164658634538152,SimVerb-3500
retreat,go,0.3504016064257028,SimVerb-3500
run,rush,0.683734939759036,SimVerb-3500
lean,stand,0.3995983935742971,SimVerb-3500
return,take,0.14959839357429716,SimVerb-3500
rejoice,celebrate,0.8333333333333333,SimVerb-3500
choke,die,0.46686746987951805,SimVerb-3500
hate,shun,0.5662650602409638,SimVerb-3500
disown,renounce,0.7670682730923694,SimVerb-3500
reject,refuse,0.8002008032128513,SimVerb-3500
teach,show,0.5833333333333333,SimVerb-3500
fight,disagree,0.6004016064257027,SimVerb-3500
debate,decide,0.46686746987951805,SimVerb-3500
follow,chase,0.7168674698795179,SimVerb-3500
reject,disown,0.649598393574297,SimVerb-3500
desire,yearn,0.7499999999999999,SimVerb-3500
die,smother,0.26706827309236947,SimVerb-3500
unite,combine,0.8333333333333333,SimVerb-3500
tell,notify,0.7670682730923694,SimVerb-3500
defrost,freeze,0.19979919678714855,SimVerb-3500
triumph,succeed,0.9829317269076303,SimVerb-3500
say,announce,0.8333333333333333,SimVerb-3500
destroy,explode,0.41666666666666663,SimVerb-3500
enjoy,participate,0.23293172690763048,SimVerb-3500
knit,crochet,0.49999999999999994,SimVerb-3500
laugh,tickle,0.3995983935742971,SimVerb-3500
tell,convince,0.4497991967871486,SimVerb-3500
achieve,finish,0.5502008032128514,SimVerb-3500
scratch,rub,0.3995983935742971,SimVerb-3500
stamp,lick,0.017068273092369475,SimVerb-3500
hurt,ache,0.5662650602409638,SimVerb-3500
wrap,cover,0.8504016064257027,SimVerb-3500
help,hurt,0.0,SimVerb-3500
think,reflect,0.8162650602409638,SimVerb-3500
follow,lead,0.017068273092369475,SimVerb-3500
run,operate,0.6335341365461846,SimVerb-3500
ignore,hurt,0.26706827309236947,SimVerb-3500
deny,prohibit,0.8664658634538153,SimVerb-3500
realize,set,0.11646586345381524,SimVerb-3500
exchange,swap,0.966867469879518,SimVerb-3500
assume,judge,0.5833333333333333,SimVerb-3500
